instrument_id,account_id,instrument_type,card_fingerprint,card_bin,card_last4,card_network,issuer_bank,country,is_prepaid,added_at
INST_000184,ACC_000056,prepaid_card,fp_card_0f9f7994440709f1,542418,9173,MASTERCARD,Prepaid Financial Services,US,True,2026-06-21T13:53:00+00:00
INST_000185,ACC_000057,prepaid_card,fp_card_cad502fdacf0c93c,601100,2437,DISCOVER,The Bancorp Bank,US,True,2026-06-21T14:05:00+00:00
INST_000186,ACC_000058,prepaid_card,fp_card_e04d321163580856,601100,9614,DISCOVER,Prepaid Financial Services,US,True,2026-06-21T14:17:00+00:00
INST_000187,ACC_000059,prepaid_card,fp_card_f2847f214cc19452,453201,6883,VISA,Vanilla Prepaid,US,True,2026-06-21T14:29:00+00:00
INST_000188,ACC_000060,prepaid_card,fp_card_d80e076591ca2fb4,340000,7363,AMEX,Green Dot Bank,US,True,2026-06-21T14:41:00+00:00
INST_000189,ACC_000061,prepaid_card,fp_card_f52acdd28053a138,371449,1480,AMEX,MetaBank,US,True,2026-06-21T14:53:00+00:00
INST_000190,ACC_000062,debit_card,fp_card_9ab509a847b63381,510510,9674,DISCOVER,Chime Neobank,US,False,2026-07-09T12:00:00+00:00
INST_000191,ACC_000063,prepaid_card,fp_card_8ca9653bdc6bd928,510510,5366,MASTERCARD,JPMorgan Chase,US,False,2026-07-09T13:00:00+00:00
INST_000192,ACC_000064,prepaid_card,fp_card_9e9ec9add8897ac3,510510,6813,DISCOVER,Wells Fargo,US,False,2026-07-09T15:00:00+00:00
INST_000193,ACC_000065,prepaid_card,fp_card_b6a8536d34c264c9,510510,6878,AMEX,JPMorgan Chase,US,False,2026-07-09T17:00:00+00:00
INST_000194,ACC_000066,prepaid_card,fp_card_1f55cd1cd075c947,510510,4084,MASTERCARD,Truist,US,False,2026-07-09T19:00:00+00:00
INST_000195,ACC_000067,prepaid_card,fp_card_4da9078433feda8a,510510,9035,MASTERCARD,JPMorgan Chase,US,False,2026-07-09T21:00:00+00:00
INST_000196,ACC_000068,prepaid_card,fp_card_497ed35f5530ed4b,510510,1326,MASTERCARD,JPMorgan Chase,US,False,2026-07-09T23:00:00+00:00
INST_000197,ACC_000069,prepaid_card,fp_card_a489ed058136cf7c,510510,3137,MASTERCARD,Wells Fargo,US,False,2026-07-10T01:00:00+00:00
INST_000198,ACC_000070,prepaid_card,fp_card_e10011636ebf77f9,510510,3420,VISA,Wells Fargo,US,False,2026-07-10T03:00:00+00:00
INST_000199,ACC_000071,prepaid_card,fp_card_81af71a612b9f973,510510,2188,AMEX,PNC Bank,US,False,2026-07-10T05:00:00+00:00
INST_000200,ACC_000072,prepaid_card,fp_card_6b9575e48818b84b,510510,5944,AMEX,Wells Fargo,US,False,2026-07-10T07:00:00+00:00
INST_000201,ACC_000073,prepaid_card,fp_card_a5dd2e3e5ddc343b,510510,6198,DISCOVER,TD Bank,US,False,2026-07-10T09:00:00+00:00
INST_000202,ACC_000074,prepaid_card,fp_card_8988893b8b1acc0c,510510,7199,MASTERCARD,Capital One,US,False,2026-07-10T11:00:00+00:00
INST_000203,ACC_000075,prepaid_card,fp_card_7bb9136bdfdb86a1,510510,7415,VISA,Chime Neobank,US,False,2026-07-10T13:00:00+00:00
INST_000204,ACC_000076,prepaid_card,fp_card_5192adb7e081ff66,510510,4619,AMEX,Bank of America,US,False,2026-07-10T15:00:00+00:00
INST_000205,ACC_000077,prepaid_card,fp_card_6c76b7d06230a4cf,510510,2274,AMEX,U.S. Bank,US,False,2026-07-10T17:00:00+00:00
INST_000206,ACC_000078,prepaid_card,fp_card_a6938c85f740839d,510510,6500,VISA,Capital One,US,False,2026-07-10T19:00:00+00:00
INST_000207,ACC_000079,prepaid_card,fp_card_51bee23ed231678a,510510,6742,VISA,Bank of America,US,False,2026-07-10T21:00:00+00:00
INST_000208,ACC_000080,prepaid_card,fp_card_a2b5c62006ba6f10,453201,8179,VISA,The Bancorp Bank,US,True,2026-08-14T12:00:00+00:00
INST_000209,ACC_000081,prepaid_card,fp_card_41115535753d2923,650000,6754,DISCOVER,Green Dot Bank,US,True,2026-08-14T12:20:00+00:00
INST_000210,ACC_000082,prepaid_card,fp_card_fd1bcfb973126da9,525500,8393,MASTERCARD,Green Dot Bank,US,True,2026-08-14T12:40:00+00:00
INST_000211,ACC_000083,prepaid_card,fp_card_383722b75e1e6a40,426684,5278,VISA,Green Dot Bank,US,True,2026-08-14T13:00:00+00:00
INST_000212,ACC_000084,prepaid_card,fp_card_2b713cabdbb2fa97,550000,3636,MASTERCARD,Prepaid Financial Services,US,True,2026-08-14T13:20:00+00:00
INST_000213,ACC_000085,prepaid_card,fp_card_bda56c8f4ebcc26e,375987,1507,AMEX,The Bancorp Bank,US,True,2026-08-14T13:40:00+00:00
INST_000214,ACC_000086,prepaid_card,fp_card_5ea233d60a19e641,510510,2659,MASTERCARD,The Bancorp Bank,US,True,2026-08-14T14:00:00+00:00
INST_000215,ACC_000087,prepaid_card,fp_card_6d0f109eecb3f542,340000,5872,AMEX,Green Dot Bank,US,True,2026-08-14T14:20:00+00:00
INST_000216,ACC_000088,prepaid_card,fp_card_e8c1c8e1e1857257,601100,1893,DISCOVER,Vanilla Prepaid,US,True,2026-08-14T14:40:00+00:00
INST_000217,ACC_000089,prepaid_card,fp_card_3ec3329a0ae21735,375987,4271,AMEX,The Bancorp Bank,US,True,2026-08-14T15:00:00+00:00
INST_000218,ACC_000090,prepaid_card,fp_card_ab648251eb2134ca,378282,8758,AMEX,MetaBank,US,True,2026-08-14T15:20:00+00:00
INST_000219,ACC_000091,prepaid_card,fp_card_7f7e272a8d75c93b,650000,5341,DISCOVER,Prepaid Financial Services,US,True,2026-08-14T15:40:00+00:00
INST_000220,ACC_000092,credit_card,fp_card_68a8e1e9d872d203,650000,4056,DISCOVER,Capital One,US,False,2026-06-26T13:00:00+00:00
INST_000221,ACC_000093,credit_card,fp_card_7f3766e15d57e344,510510,2404,MASTERCARD,TD Bank,US,False,2026-06-26T17:00:00+00:00
INST_000222,ACC_000094,credit_card,fp_card_930427e55cbf8b5d,644000,7858,DISCOVER,Truist,US,False,2026-06-26T21:00:00+00:00
INST_000223,ACC_000095,credit_card,fp_card_fa5119d3fd884054,491622,9467,VISA,Chime Neobank,US,False,2026-06-27T01:00:00+00:00
INST_000224,ACC_000096,credit_card,fp_card_5e1db0f056f28a86,525500,1699,MASTERCARD,PNC Bank,US,False,2026-06-27T05:00:00+00:00
INST_000225,ACC_000097,credit_card,fp_card_212f302f2c1e5613,378282,2425,AMEX,PNC Bank,US,False,2026-06-27T09:00:00+00:00
INST_000226,ACC_000098,credit_card,fp_card_945e77eba265719c,601100,7790,DISCOVER,Chime Neobank,US,False,2026-06-27T13:00:00+00:00
INST_000227,ACC_000099,credit_card,fp_card_8b278d0a910ba226,426684,9775,VISA,PNC Bank,US,False,2026-06-27T17:00:00+00:00
INST_000228,ACC_000100,credit_card,fp_card_11ba3532f2212cc3,542418,7602,MASTERCARD,Chime Neobank,US,False,2026-06-27T21:00:00+00:00
INST_000229,ACC_000101,credit_card,fp_card_f598f272b7b82f72,471600,8785,VISA,U.S. Bank,US,False,2026-06-28T01:00:00+00:00
INST_000230,ACC_000102,credit_card,fp_card_352ead1ab0723568,644000,2609,DISCOVER,Citibank,US,False,2026-06-28T05:00:00+00:00
INST_000231,ACC_000103,credit_card,fp_card_aa1ec447022d8858,644000,2462,DISCOVER,Citibank,US,False,2026-06-28T09:00:00+00:00
INST_000232,ACC_000104,credit_card,fp_card_588f763816195b07,378282,9442,AMEX,Bank of America,US,False,2026-06-28T13:00:00+00:00
INST_000233,ACC_000105,credit_card,fp_card_79c33a46f3edd543,402400,4158,VISA,Citibank,US,False,2026-06-28T17:00:00+00:00
INST_000234,ACC_000106,credit_card,fp_card_c9ef490fdf7629d6,542418,7035,MASTERCARD,TD Bank,US,False,2026-06-28T21:00:00+00:00
INST_000235,ACC_000107,bank_account,fp_card_ce174d7421136390,601100,8775,DISCOVER,U.S. Bank,US,False,2026-07-25T12:00:00+00:00
INST_000236,ACC_000108,bank_account,fp_card_cb1786804452eb01,426684,1449,VISA,Wells Fargo,US,False,2026-07-25T15:00:00+00:00
INST_000237,ACC_000109,bank_account,fp_card_8aa2777b98f87bed,525500,4387,MASTERCARD,PNC Bank,US,False,2026-07-25T18:00:00+00:00
INST_000238,ACC_000110,bank_account,fp_card_66f1ebb736934d40,453201,3167,VISA,Chime Neobank,US,False,2026-07-25T21:00:00+00:00
INST_000239,ACC_000111,bank_account,fp_card_a885a7e7e301e2a1,340000,7943,AMEX,U.S. Bank,US,False,2026-07-26T00:00:00+00:00
INST_000240,ACC_000112,bank_account,fp_card_a2f10266b6cb1c8f,644000,2676,DISCOVER,U.S. Bank,US,False,2026-07-26T03:00:00+00:00
INST_000241,ACC_000113,bank_account,fp_card_e6b24162242f4015,378282,8892,AMEX,Capital One,US,False,2026-07-26T06:00:00+00:00
INST_000242,ACC_000114,bank_account,fp_card_dd327548c0322f52,371449,3456,AMEX,Citibank,US,False,2026-07-26T09:00:00+00:00
INST_000243,ACC_000115,bank_account,fp_card_b3fb7fda5c9cb721,644000,6236,DISCOVER,JPMorgan Chase,US,False,2026-07-26T12:00:00+00:00
INST_000244,ACC_000116,bank_account,fp_card_10261802549c5f8c,650000,7361,DISCOVER,Chime Neobank,US,False,2026-07-26T15:00:00+00:00
INST_000245,ACC_000117,bank_account,fp_card_4b28ae671d273426,371449,9759,AMEX,Truist,US,False,2026-07-26T18:00:00+00:00
INST_000246,ACC_000118,bank_account,fp_card_158383bdce9b8e5f,371449,3967,AMEX,Truist,US,False,2026-07-26T21:00:00+00:00
INST_000247,ACC_000119,bank_account,fp_card_30d558be8bb0c24a,542418,2463,MASTERCARD,Citibank,US,False,2026-07-27T00:00:00+00:00
INST_000248,ACC_000120,bank_account,fp_card_08a5d0cfa9d9bc0d,340000,5269,AMEX,Truist,US,False,2026-07-27T03:00:00+00:00
INST_000249,ACC_000121,credit_card,fp_card_3fa59f51f86d6def,453201,6449,VISA,Wells Fargo,US,False,2026-05-30T12:00:00+00:00
INST_000250,ACC_000122,credit_card,fp_card_356dec99ab5f4f40,453201,5481,VISA,Wells Fargo,US,False,2026-05-30T12:00:00+00:00
INST_000251,ACC_000123,credit_card,fp_card_d02d64ea7a2c427f,601100,3120,DISCOVER,PNC Bank,US,False,2026-05-30T12:00:00+00:00
INST_000252,ACC_000124,credit_card,fp_card_f36639c98004d857,650000,1076,DISCOVER,Citibank,US,False,2026-05-30T12:00:00+00:00
INST_000253,ACC_000125,credit_card,fp_card_49b37dfad2dc09f1,371449,1293,AMEX,Citibank,US,False,2026-05-30T12:00:00+00:00
INST_000254,ACC_000136,debit_card,fp_card_b68e57c0b00a823e,510510,7284,MASTERCARD,Capital One,US,False,2026-06-16T05:11:47+00:00
INST_000255,ACC_000137,debit_card,fp_card_b246e309a3a42f3e,550000,2718,MASTERCARD,Chime Neobank,US,False,2026-06-24T18:12:15+00:00
INST_000256,ACC_000138,debit_card,fp_card_54cf436a77a38662,375987,5395,AMEX,Bank of America,US,False,2026-06-07T18:39:40+00:00
INST_000257,ACC_000139,debit_card,fp_card_50a449516c0b88a5,601100,2226,DISCOVER,U.S. Bank,US,False,2026-06-24T01:01:44+00:00
INST_000258,ACC_000140,debit_card,fp_card_d099d07f66324be1,550000,2752,MASTERCARD,Citibank,US,False,2026-06-07T11:15:17+00:00
INST_000259,ACC_000141,debit_card,fp_card_049a6d3429ca0476,535310,9888,MASTERCARD,U.S. Bank,US,False,2026-07-03T23:40:18+00:00
INST_000260,ACC_000142,debit_card,fp_card_701645cb02d94f71,375987,6866,AMEX,U.S. Bank,US,False,2026-06-01T23:15:03+00:00
INST_000261,ACC_000143,debit_card,fp_card_2e695aa08908fed9,510510,8523,MASTERCARD,JPMorgan Chase,US,False,2026-07-05T18:11:27+00:00
INST_000262,ACC_000144,debit_card,fp_card_1aa47d85c000004d,550000,9397,MASTERCARD,Wells Fargo,US,False,2026-07-04T17:46:41+00:00
INST_000263,ACC_000145,debit_card,fp_card_082257ad5d8619fb,491622,1511,VISA,Chime Neobank,US,False,2026-06-03T05:05:06+00:00
INST_000264,ACC_000146,debit_card,fp_card_337dd8e3b2e622e6,650000,6653,DISCOVER,Truist,US,False,2026-06-10T07:41:47+00:00
INST_000265,ACC_000147,debit_card,fp_card_352619758b4229e3,491622,9246,VISA,Bank of America,US,False,2026-06-08T02:42:42+00:00
INST_000266,ACC_000148,debit_card,fp_card_c0fc671117596ccf,471600,4764,VISA,Wells Fargo,US,False,2026-06-18T19:51:17+00:00
INST_000267,ACC_000149,debit_card,fp_card_3b442af6d04fc15d,491622,5661,VISA,TD Bank,US,False,2026-07-05T06:34:49+00:00
INST_000268,ACC_000150,debit_card,fp_card_2a5087a0331351df,644000,1108,DISCOVER,TD Bank,US,False,2026-06-03T07:26:40+00:00
INST_000269,ACC_000151,debit_card,fp_card_2e9728756734eb9d,535310,4744,MASTERCARD,Capital One,US,False,2026-06-21T09:08:14+00:00
INST_000270,ACC_000152,debit_card,fp_card_dd4da447e0086879,525500,1378,MASTERCARD,Citibank,US,False,2026-06-21T08:37:27+00:00
INST_000271,ACC_000153,debit_card,fp_card_4928b8f71d0b415d,371449,7745,AMEX,PNC Bank,US,False,2026-07-08T04:18:04+00:00
INST_000272,ACC_000154,debit_card,fp_card_68e6b1062d9411dc,601100,1549,DISCOVER,Bank of America,US,False,2026-06-11T14:03:43+00:00
INST_000273,ACC_000155,debit_card,fp_card_a790c90397efd0c6,340000,8674,AMEX,Chime Neobank,US,False,2026-06-27T00:15:19+00:00
INST_000274,ACC_000156,credit_card,fp_card_593274018ddb1b97,644000,2728,DISCOVER,Wells Fargo,US,False,2026-06-16T20:51:44+00:00
INST_000275,ACC_000157,credit_card,fp_card_38804a5f26ed41a8,371449,4519,AMEX,JPMorgan Chase,US,False,2026-06-12T14:46:21+00:00
INST_000276,ACC_000158,credit_card,fp_card_0c45525973a35dab,378282,7251,AMEX,Wells Fargo,US,False,2026-06-08T18:12:51+00:00
INST_000277,ACC_000159,credit_card,fp_card_4aa7271110f9ad0e,375987,3425,AMEX,Bank of America,US,False,2026-06-08T05:54:30+00:00
INST_000278,ACC_000160,credit_card,fp_card_5e09fc38f8d988f0,371449,6254,AMEX,Bank of America,US,False,2026-07-09T15:42:57+00:00
INST_000279,ACC_000161,credit_card,fp_card_af854c6208c5a7e1,378282,8617,AMEX,Wells Fargo,US,False,2026-06-27T01:47:58+00:00
INST_000280,ACC_000162,credit_card,fp_card_e6162da13097c743,340000,4869,AMEX,Bank of America,US,False,2026-07-03T04:03:20+00:00
INST_000281,ACC_000163,credit_card,fp_card_2d64a0ed2a832663,510510,6221,MASTERCARD,Bank of America,US,False,2026-06-10T23:51:44+00:00
INST_000282,ACC_000164,credit_card,fp_card_e03c4a00274da09e,525500,4351,MASTERCARD,Bank of America,US,False,2026-05-31T22:59:08+00:00
INST_000283,ACC_000165,credit_card,fp_card_3dcd89010601e448,601100,7921,DISCOVER,Bank of America,US,False,2026-07-08T03:30:00+00:00
INST_000284,ACC_000166,credit_card,fp_card_68092f036cd195e3,550000,7235,MASTERCARD,Wells Fargo,US,False,2026-07-06T18:59:18+00:00
INST_000285,ACC_000167,credit_card,fp_card_236e16cd9ae32151,402400,9967,VISA,Wells Fargo,US,False,2026-06-07T05:01:36+00:00
INST_000286,ACC_000168,credit_card,fp_card_077add992303d957,644000,4438,DISCOVER,Wells Fargo,US,False,2026-06-26T03:26:29+00:00
INST_000287,ACC_000169,credit_card,fp_card_36b95aaf1af55592,542418,5168,MASTERCARD,Wells Fargo,US,False,2026-06-20T02:46:59+00:00
INST_000288,ACC_000170,credit_card,fp_card_d1977fd95b97cfc0,340000,2084,AMEX,Wells Fargo,US,False,2026-06-01T07:37:01+00:00
INST_000289,ACC_000171,credit_card,fp_card_661839f9d8100d6d,542418,8921,MASTERCARD,JPMorgan Chase,US,False,2026-07-16T08:41:12+00:00
INST_000290,ACC_000172,bank_account,fp_card_290e51627662fdbb,402400,9888,VISA,JPMorgan Chase,US,False,2026-06-05T01:21:21+00:00
INST_000291,ACC_000173,bank_account,fp_card_c67e65a60d3bae33,601100,3131,DISCOVER,JPMorgan Chase,US,False,2026-06-29T06:30:10+00:00
INST_000292,ACC_000174,bank_account,fp_card_fbb98d6d853933c8,644000,6826,DISCOVER,JPMorgan Chase,US,False,2026-06-28T10:31:54+00:00
INST_000293,ACC_000175,bank_account,fp_card_9b18f1b66f90d0cf,471600,8672,VISA,JPMorgan Chase,US,False,2026-06-22T02:34:27+00:00
INST_000294,ACC_000176,bank_account,fp_card_ff40759d8d226316,375987,4004,AMEX,JPMorgan Chase,US,False,2026-06-29T10:47:22+00:00
INST_000295,ACC_000177,bank_account,fp_card_82d83c730e1c7f96,601100,5624,DISCOVER,JPMorgan Chase,US,False,2026-06-04T23:31:22+00:00
INST_000296,ACC_000178,bank_account,fp_card_71427334a2ac7905,650000,7773,DISCOVER,JPMorgan Chase,US,False,2026-06-02T22:37:56+00:00
INST_000297,ACC_000179,bank_account,fp_card_72f1fc94aea040fd,644000,6606,DISCOVER,JPMorgan Chase,US,False,2026-06-28T04:31:48+00:00
INST_000298,ACC_000180,bank_account,fp_card_0960deabcabd0a45,650000,2599,DISCOVER,JPMorgan Chase,US,False,2026-06-05T01:11:44+00:00
INST_000299,ACC_000181,bank_account,fp_card_ab660a948e1a3fcb,650000,9098,DISCOVER,JPMorgan Chase,US,False,2026-06-28T10:51:45+00:00
INST_000300,ACC_000182,bank_account,fp_card_a3971b0bc56d24e8,644000,5775,DISCOVER,JPMorgan Chase,US,False,2026-06-06T14:56:50+00:00
INST_000301,ACC_000183,bank_account,fp_card_491102fac5540f15,378282,1133,AMEX,JPMorgan Chase,US,False,2026-06-14T06:49:35+00:00
INST_000302,ACC_000184,bank_account,fp_card_a91064385423929a,378282,5623,AMEX,JPMorgan Chase,US,False,2026-06-26T03:29:51+00:00
INST_000303,ACC_000185,bank_account,fp_card_64f8e9d43f9448c5,525500,8780,MASTERCARD,JPMorgan Chase,US,False,2026-06-19T05:03:44+00:00
INST_000304,ACC_000186,bank_account,fp_card_8926bd878e844a11,471600,1257,VISA,JPMorgan Chase,US,False,2026-06-05T14:16:31+00:00
INST_000305,ACC_000187,bank_account,fp_card_fcab5ebcbd37015a,644000,3945,DISCOVER,JPMorgan Chase,US,False,2026-06-21T15:18:42+00:00
INST_000306,ACC_000188,bank_account,fp_card_367e58cfdf331a3f,644000,4878,DISCOVER,JPMorgan Chase,US,False,2026-06-28T20:22:44+00:00
INST_000307,ACC_000189,bank_account,fp_card_15050169ea016adf,378282,8889,AMEX,JPMorgan Chase,US,False,2026-06-27T01:56:32+00:00
INST_000308,ACC_000190,bank_account,fp_card_5a5653bb07a7f4f1,402400,8740,VISA,JPMorgan Chase,US,False,2026-06-03T07:08:59+00:00
INST_000309,ACC_000191,bank_account,fp_card_0427aacab4ce0153,378282,8681,AMEX,JPMorgan Chase,US,False,2026-06-14T16:05:18+00:00
INST_000310,ACC_000192,debit_card,fp_card_d91b2e91af2e0312,426684,8942,VISA,TD Bank,US,False,2026-06-06T22:18:57+00:00
INST_000311,ACC_000192,credit_card,fp_card_452fd8edbbc59eef,371449,5603,AMEX,Capital One,US,False,2026-06-04T22:18:57+00:00
INST_000312,ACC_000192,credit_card,fp_card_3d9186030f542c50,535310,3476,MASTERCARD,U.S. Bank,US,False,2026-06-02T22:18:57+00:00
INST_000313,ACC_000193,credit_card,fp_card_d4ee751253a4494d,426684,8353,VISA,U.S. Bank,US,False,2026-06-18T18:32:14+00:00
INST_000314,ACC_000194,bank_account,fp_card_a4935acf87736205,542418,5826,MASTERCARD,Bank of America,US,False,2026-08-02T06:00:06+00:00
INST_000315,ACC_000195,credit_card,fp_card_5a4f7085720acd23,601100,2485,DISCOVER,U.S. Bank,US,False,2026-08-19T08:44:22+00:00
INST_000316,ACC_000195,credit_card,fp_card_467ab7f876fdda43,371449,3893,AMEX,PNC Bank,US,False,2026-08-20T08:44:22+00:00
INST_000317,ACC_000195,debit_card,fp_card_cb65ad00ecd3923d,601100,6886,DISCOVER,Truist,US,False,2026-08-19T08:44:22+00:00
INST_000318,ACC_000196,debit_card,fp_card_c85f412ecb7c80b7,402400,1818,VISA,Bank of America,US,False,2026-08-05T08:02:09+00:00
INST_000319,ACC_000197,credit_card,fp_card_44f5558f0cb5cee2,411111,1118,VISA,Bank of America,US,False,2026-06-16T05:06:20+00:00
INST_000320,ACC_000197,debit_card,fp_card_891610e0e2e97abc,375987,8798,AMEX,Citibank,US,False,2026-06-17T05:06:20+00:00
INST_000321,ACC_000198,debit_card,fp_card_1b39056555d29bca,471600,1859,VISA,Wells Fargo,US,False,2026-07-15T13:27:43+00:00
INST_000322,ACC_000198,credit_card,fp_card_ff1784d7878a4ca7,644000,2901,DISCOVER,Citibank,US,False,2026-07-15T13:27:43+00:00
INST_000323,ACC_000199,bank_account,fp_card_43297d86b46ac910,535310,8757,MASTERCARD,Capital One,US,False,2026-06-23T20:17:45+00:00
INST_000324,ACC_000200,debit_card,fp_card_ad0c3524a7f0f2ca,491622,6500,VISA,JPMorgan Chase,US,False,2026-07-27T04:01:35+00:00
INST_000325,ACC_000200,debit_card,fp_card_fd041e4e35f89348,378282,2818,AMEX,Truist,US,False,2026-07-31T04:01:35+00:00
INST_000326,ACC_000200,debit_card,fp_card_97f7fd478c1ef068,371449,2097,AMEX,Citibank,US,False,2026-07-28T04:01:35+00:00
INST_000327,ACC_000201,bank_account,fp_card_81f08972316066cc,375987,6616,AMEX,U.S. Bank,US,False,2026-08-24T10:52:54+00:00
INST_000328,ACC_000202,credit_card,fp_card_f2dfa5de8c7ff868,371449,1070,AMEX,TD Bank,US,False,2026-08-06T02:51:05+00:00
INST_000329,ACC_000203,credit_card,fp_card_f77c811f577fe87e,378282,5663,AMEX,Capital One,US,False,2026-06-10T23:36:10+00:00
INST_000330,ACC_000203,prepaid_card,fp_card_2fbb291fc026cdc6,402400,8278,VISA,Vanilla Prepaid,US,True,2026-06-11T23:36:10+00:00
INST_000331,ACC_000204,credit_card,fp_card_8616d45eb1374e22,542418,5917,MASTERCARD,Truist,US,False,2026-06-17T13:25:34+00:00
INST_000332,ACC_000205,credit_card,fp_card_b9b631cd0dce8ca4,340000,6939,AMEX,Chime Neobank,US,False,2026-06-06T05:30:50+00:00
INST_000333,ACC_000206,credit_card,fp_card_7c63555c75d0e546,510510,7960,MASTERCARD,Bank of America,US,False,2026-07-13T09:47:23+00:00
INST_000334,ACC_000206,credit_card,fp_card_133b657d0d394490,601100,4217,DISCOVER,TD Bank,US,False,2026-07-15T09:47:23+00:00
INST_000335,ACC_000207,prepaid_card,fp_card_5e8320c36d7072b6,535310,4728,MASTERCARD,MetaBank,US,True,2026-08-11T22:11:11+00:00
INST_000336,ACC_000207,credit_card,fp_card_078ec4048f72dad1,550000,6918,MASTERCARD,TD Bank,US,False,2026-08-08T22:11:11+00:00
INST_000337,ACC_000208,prepaid_card,fp_card_424eea3cde645e38,371449,6548,AMEX,Vanilla Prepaid,US,True,2026-06-09T17:04:05+00:00
INST_000338,ACC_000208,credit_card,fp_card_aa6547263ca15126,650000,5472,DISCOVER,PNC Bank,US,False,2026-06-12T17:04:05+00:00
INST_000339,ACC_000208,credit_card,fp_card_f347a1a7cf47a698,650000,9379,DISCOVER,Truist,US,False,2026-06-14T17:04:05+00:00
INST_000340,ACC_000209,debit_card,fp_card_1584edce4bb176ab,650000,3560,DISCOVER,PNC Bank,US,False,2026-06-06T16:34:07+00:00
INST_000341,ACC_000210,bank_account,fp_card_d448dab31e19242f,340000,1778,AMEX,Chime Neobank,US,False,2026-07-03T02:51:39+00:00
INST_000342,ACC_000211,bank_account,fp_card_88b9b52426b4a91e,491622,4287,VISA,Wells Fargo,US,False,2026-06-21T14:40:02+00:00
INST_000343,ACC_000211,credit_card,fp_card_9bf5651cdefb2ed1,375987,7721,AMEX,Bank of America,US,False,2026-06-22T14:40:02+00:00
INST_000344,ACC_000212,credit_card,fp_card_e918efa60da2a866,525500,2750,MASTERCARD,Capital One,US,False,2026-07-23T11:56:41+00:00
INST_000345,ACC_000212,credit_card,fp_card_31738a7076ee3f80,453201,9740,VISA,Bank of America,US,False,2026-07-22T11:56:41+00:00
INST_000346,ACC_000213,credit_card,fp_card_574bd4bb12f3a336,542418,6140,MASTERCARD,Bank of America,US,False,2026-07-06T15:53:04+00:00
INST_000347,ACC_000213,credit_card,fp_card_e19a045ac99290ed,535310,7722,MASTERCARD,U.S. Bank,US,False,2026-07-07T15:53:04+00:00
INST_000348,ACC_000214,credit_card,fp_card_04b4d7e94992ee69,601100,1169,DISCOVER,U.S. Bank,US,False,2026-08-23T12:15:58+00:00
INST_000349,ACC_000214,prepaid_card,fp_card_fe1f8b8ca6c2e602,550000,7935,MASTERCARD,MetaBank,US,True,2026-08-21T12:15:58+00:00
INST_000350,ACC_000214,credit_card,fp_card_0fb3504b4ca4fddb,411111,6453,VISA,Truist,US,False,2026-08-22T12:15:58+00:00
INST_000351,ACC_000215,debit_card,fp_card_c9130de7f0cbaa5d,378282,6300,AMEX,Bank of America,US,False,2026-06-02T21:36:49+00:00
INST_000352,ACC_000215,debit_card,fp_card_23465566ff415070,650000,5412,DISCOVER,JPMorgan Chase,US,False,2026-06-04T21:36:49+00:00
INST_000353,ACC_000216,debit_card,fp_card_aace218784896266,650000,2548,DISCOVER,Chime Neobank,US,False,2026-07-19T20:54:54+00:00
INST_000354,ACC_000216,debit_card,fp_card_0a46d579f36db89b,378282,9248,AMEX,Truist,US,False,2026-07-17T20:54:54+00:00
INST_000355,ACC_000216,credit_card,fp_card_f6a184938b9460bb,601100,2364,DISCOVER,Capital One,US,False,2026-07-16T20:54:54+00:00
INST_000356,ACC_000217,credit_card,fp_card_fde85b69de24bd93,550000,8947,MASTERCARD,Truist,US,False,2026-08-02T11:24:05+00:00
INST_000357,ACC_000218,bank_account,fp_card_284356e8cf7b09e5,601100,5806,DISCOVER,PNC Bank,US,False,2026-07-18T00:40:25+00:00
INST_000358,ACC_000218,bank_account,fp_card_1ebb7c521a0a8959,375987,3654,AMEX,Capital One,US,False,2026-07-18T00:40:25+00:00
INST_000359,ACC_000219,debit_card,fp_card_62341c360a0f4b1a,371449,9444,AMEX,Bank of America,US,False,2026-08-20T20:00:59+00:00
INST_000360,ACC_000219,debit_card,fp_card_35cbf9713a286e37,601100,2734,DISCOVER,Chime Neobank,US,False,2026-08-19T20:00:59+00:00
INST_000361,ACC_000220,credit_card,fp_card_538ce91345095c09,550000,8310,MASTERCARD,TD Bank,US,False,2026-06-07T02:42:23+00:00
INST_000362,ACC_000221,debit_card,fp_card_7bbc7805c59514cf,644000,5057,DISCOVER,TD Bank,US,False,2026-07-18T01:37:57+00:00
INST_000363,ACC_000221,debit_card,fp_card_ecc309d48deb6ce5,601100,3401,DISCOVER,PNC Bank,US,False,2026-07-15T01:37:57+00:00
INST_000364,ACC_000222,prepaid_card,fp_card_36582cfbbdf3c186,375987,1458,AMEX,The Bancorp Bank,US,True,2026-06-16T17:27:46+00:00
INST_000365,ACC_000223,credit_card,fp_card_914fbc871db82436,491622,9548,VISA,Truist,US,False,2026-08-07T14:14:50+00:00
INST_000366,ACC_000224,debit_card,fp_card_c90690d8cd697e6e,510510,1958,MASTERCARD,Bank of America,US,False,2026-06-10T08:06:13+00:00
INST_000367,ACC_000225,prepaid_card,fp_card_80cab0a5998d783a,650000,5029,DISCOVER,MetaBank,US,True,2026-07-12T21:07:37+00:00
INST_000368,ACC_000226,debit_card,fp_card_ea90054d112535ae,371449,9570,AMEX,Capital One,US,False,2026-06-27T10:15:59+00:00
